phone,email,credit_score,age_group,family_background,income,employment_type,property_type,loan_amount,down_payment,property_search_frequency,budget_tool_usage,listing_saves,email_clicks,whatsapp_interactions,time_to_purchase,emi_affordability,job_stability,intent_score,high_intent
+91-7112794026,lead3135@example.com,615,36-50,Married with Kids,706457,Freelancer,Apartment,4353002,1594635,6,0,1,0,1,0,2.03,0.8,57,False
+91-7384909986,lead3136@example.com,608,26-35,Single,668648,Salaried,Apartment,5288405,1134334,1,3,7,0,3,10,1.58,1.3,47,False
+91-8520050282,lead3137@example.com,549,36-50,Married,969489,Salaried,Plot,6673663,1718082,2,3,5,6,3,13,1.82,6.8,73,True
+91-9380355948,lead3138@example.com,587,36-50,Married with Kids,938708,Salaried,Apartment,5088370,1949166,1,0,4,1,1,5,2.31,3.1,60,True
+91-7399707954,lead3139@example.com,660,26-35,Married with Kids,649256,Salaried,Plot,4574261,1530366,0,2,8,2,1,5,1.77,1.1,65,True
+91-9563771436,lead3140@example.com,618,36-50,Married with Kids,1197277,Business Owner,Plot,6638895,2231304,1,1,2,3,2,2,2.25,9.9,61,True
+91-9568578538,lead3141@example.com,620,26-35,Married,527235,Salaried,Commercial,2684550,884390,2,2,4,2,2,1,2.45,4.9,58,False
+91-8393417638,lead3142@example.com,559,26-35,Married,525686,Salaried,Plot,4000616,1394958,4,3,4,2,0,38,1.64,5.2,41,False
+91-8654584280,lead3143@example.com,563,18-25,Married with Kids,279027,Salaried,Commercial,1732851,622927,3,1,7,2,3,11,2.01,10.2,51,False
+91-7053002550,lead3144@example.com,659,26-35,Married,667574,Self-Employed,Commercial,4048907,1405971,3,2,10,2,4,16,2.06,0.8,68,True
+91-8253474844,lead3145@example.com,661,36-50,Married,870339,Salaried,Villa,5046123,1629922,1,1,8,0,5,11,2.16,1.2,77,True
+91-8777300707,lead3146@example.com,597,26-35,Single,531281,Salaried,Apartment,4007049,1372079,3,0,3,2,2,8,1.66,27.6,48,False
+91-8665586415,lead3147@example.com,613,26-35,Married with Kids,512589,Salaried,Villa,3391881,727465,5,0,7,0,3,10,1.89,11.8,56,False
+91-7363781647,lead3148@example.com,590,18-25,Single,528329,Business Owner,Plot,2881074,993475,1,1,5,1,5,20,2.29,8.7,55,False
+91-9403191167,lead3149@example.com,634,36-50,Married with Kids,889285,Salaried,Apartment,6580756,2552967,2,2,6,3,1,1,1.69,2.4,75,True
+91-8042571199,lead3150@example.com,604,18-25,Married with Kids,427924,Business Owner,Apartment,3067967,662533,2,1,6,7,4,0,1.74,8.5,58,False
+91-9456551333,lead3151@example.com,644,36-50,Married,666841,Salaried,Apartment,4696152,1572200,1,2,5,2,3,21,1.77,13.3,49,False
+91-9238126936,lead3152@example.com,658,36-50,Married with Kids,1043602,Self-Employed,Villa,7997075,3033332,3,0,3,6,2,1,1.63,3.4,75,True
+91-7728353118,lead3153@example.com,581,26-35,Married,692550,Salaried,Apartment,4470222,1445920,3,2,5,2,3,7,1.94,1.9,45,False
+91-9943409776,lead3154@example.com,701,36-50,Married with Kids,949736,Salaried,Villa,6369298,2065470,7,4,6,1,3,7,1.86,2.5,92,True
+91-8635231601,lead3155@example.com,815,36-50,Married with Kids,1060243,Self-Employed,Commercial,7613052,2673737,2,5,3,2,3,12,1.74,2.2,90,True
+91-7728004476,lead3156@example.com,552,26-35,Married with Kids,664769,Salaried,Plot,3653456,789195,1,1,4,1,4,3,2.27,4.5,55,False
+91-7596313527,lead3157@example.com,662,36-50,Married with Kids,975530,Self-Employed,Apartment,5303689,1757910,3,3,4,2,4,19,2.3,7.7,83,True
+91-8154998170,lead3158@example.com,622,36-50,Single,907717,Self-Employed,Plot,5272869,1672141,3,1,8,2,5,10,2.15,1.3,87,True
+91-8293348937,lead3159@example.com,580,18-25,Married with Kids,405556,Salaried,Villa,2626069,982201,7,3,6,4,1,2,1.93,4.7,66,True
+91-8152798401,lead3160@example.com,623,18-25,Single,505479,Business Owner,Apartment,3861156,1467393,6,1,6,2,0,14,1.64,18.3,58,False
+91-9117951204,lead3161@example.com,646,36-50,Married with Kids,1034147,Salaried,Apartment,7032335,2804100,5,1,7,2,1,3,1.84,3.8,68,True
+91-7626785308,lead3162@example.com,705,26-35,Married with Kids,583216,Salaried,Apartment,3723067,1061617,2,4,4,4,1,4,1.96,4.9,72,True
+91-7271730355,lead3163@example.com,559,26-35,Married,572658,Salaried,Apartment,3769052,978990,1,2,8,2,3,25,1.9,2.0,46,False
+91-7718150313,lead3164@example.com,597,26-35,Married with Kids,521035,Salaried,Villa,3401687,1242809,0,2,6,0,2,21,1.91,1.7,40,False
+91-8866920369,lead3165@example.com,698,51+,Single,1502837,Salaried,Apartment,10896985,4012772,3,2,3,1,2,5,1.72,1.9,86,True
+91-8185247208,lead3166@example.com,648,36-50,Married with Kids,844044,Salaried,Apartment,5154152,1145428,4,0,5,2,2,1,2.05,6.8,69,True
+91-8808620775,lead3167@example.com,653,51+,Married with Kids,1302318,Salaried,Apartment,9303317,1987939,6,0,5,3,3,3,1.75,6.2,86,True
+91-8287426116,lead3168@example.com,618,26-35,Married,590935,Salaried,Villa,4402039,1073194,1,3,4,3,4,21,1.68,4.2,56,False
+91-9079757650,lead3169@example.com,545,26-35,Married,519726,Freelancer,Apartment,3295194,1090421,5,1,6,4,4,26,1.97,6.1,63,True
+91-7330374745,lead3170@example.com,593,36-50,Married,952804,Salaried,Plot,5423928,1495027,0,1,9,1,6,8,2.2,6.2,64,True
+91-8551019709,lead3171@example.com,570,26-35,Married with Kids,502125,Salaried,Apartment,2692455,694388,3,2,6,1,5,16,2.33,1.3,74,True
+91-8081042134,lead3172@example.com,544,26-35,Married with Kids,790661,Self-Employed,Villa,4473127,945999,5,3,1,2,4,1,2.21,0.7,81,True
+91-8059096258,lead3173@example.com,693,51+,Married,1387944,Salaried,Apartment,8388032,2396183,3,0,8,1,2,0,2.07,4.7,78,True
+91-9684499242,lead3174@example.com,594,36-50,Married with Kids,682226,Salaried,Apartment,4183195,1419708,4,1,8,0,2,4,2.04,2.9,62,True
+91-9129455245,lead3175@example.com,709,51+,Married with Kids,1475136,Self-Employed,Apartment,7860898,2979845,1,4,13,1,1,2,2.35,2.5,85,True
+91-9550379054,lead3176@example.com,589,26-35,Single,710120,Self-Employed,Apartment,5166927,1102264,4,0,3,1,1,9,1.72,3.6,51,False
+91-9648572296,lead3177@example.com,574,26-35,Married,564600,Salaried,Apartment,2973797,626906,4,3,4,1,3,10,2.37,3.5,61,True
+91-7839873216,lead3178@example.com,633,36-50,Married,961449,Salaried,Plot,5025773,1164864,7,0,6,1,1,4,2.39,1.0,72,True
+91-8966500767,lead3179@example.com,719,36-50,Married with Kids,1444678,Business Owner,Apartment,7983081,2976521,3,3,5,2,4,0,2.26,2.6,95,True
+91-7459442845,lead3180@example.com,674,26-35,Married,744958,Self-Employed,Plot,3737794,1121272,2,5,3,3,4,0,2.49,4.1,84,True
+91-7581923103,lead3181@example.com,577,36-50,Married,921175,Salaried,Villa,6387555,2373867,2,4,7,2,3,6,1.8,3.8,79,True
+91-8308496151,lead3182@example.com,554,36-50,Married with Kids,673383,Salaried,Villa,4843559,1549357,3,0,7,2,3,3,1.74,18.1,58,False
+91-7029065628,lead3183@example.com,566,26-35,Married with Kids,721102,Salaried,Villa,4850697,1460331,1,3,5,3,4,2,1.86,6.0,65,True
+91-8699484121,lead3184@example.com,662,51+,Married with Kids,1130179,Salaried,Villa,8832515,2589630,5,4,2,3,2,3,1.6,8.9,87,True
+91-8426862057,lead3185@example.com,838,51+,Married with Kids,1730410,Salaried,Apartment,12191249,3231988,1,0,6,0,4,0,1.77,13.0,75,True
+91-9663705160,lead3186@example.com,591,18-25,Married with Kids,400125,Business Owner,Apartment,2551490,912093,2,3,4,5,3,0,1.96,9.0,53,False
+91-8631614931,lead3187@example.com,704,36-50,Married,853642,Salaried,Apartment,6748112,2265677,2,2,7,0,3,5,1.58,7.6,81,True
+91-8415370893,lead3188@example.com,691,36-50,Married with Kids,1425716,Business Owner,Apartment,10530258,2876465,2,1,7,0,4,2,1.69,12.6,82,True
+91-8890743044,lead3189@example.com,546,26-35,Married,645575,Salaried,Villa,4912903,1922904,1,1,4,2,9,10,1.64,0.4,56,False
+91-8437681124,lead3190@example.com,656,26-35,Married,712346,Salaried,Plot,3650829,769268,4,3,5,3,7,14,2.44,3.2,76,True
+91-8849482575,lead3191@example.com,633,26-35,Married,678022,Salaried,Villa,5311154,1314196,7,2,5,3,3,2,1.6,12.3,73,True
+91-9796181989,lead3192@example.com,605,26-35,Married with Kids,654582,Business Owner,Villa,4096815,1194948,3,4,5,3,1,0,2.0,1.0,73,True
+91-9552898167,lead3193@example.com,672,51+,Married with Kids,1501136,Salaried,Plot,8722661,2277657,5,1,10,2,0,8,2.15,0.4,80,True
+91-7584650163,lead3194@example.com,549,26-35,Married with Kids,740844,Salaried,Apartment,4624173,1122208,3,0,5,2,4,2,2.0,1.7,68,True
+91-8290359719,lead3195@example.com,574,36-50,Married,1130180,Self-Employed,Villa,5926302,1413338,2,1,9,1,3,3,2.38,6.3,72,True
+91-8377246344,lead3196@example.com,800,51+,Married with Kids,1735022,Business Owner,Apartment,12268861,3508796,3,1,5,1,2,1,1.77,19.5,83,True
+91-9590772665,lead3197@example.com,610,26-35,Married,821628,Salaried,Commercial,5017298,1216786,1,3,3,3,3,16,2.05,0.4,65,True
+91-9986257683,lead3198@example.com,626,36-50,Married,1042635,Salaried,Apartment,7216935,2110366,2,2,2,2,5,1,1.81,2.3,70,True
+91-7862650571,lead3199@example.com,627,26-35,Married with Kids,562481,Salaried,Apartment,4243201,1493186,2,0,2,0,1,0,1.66,9.3,45,False
+91-9057331177,lead3200@example.com,695,51+,Married,1330082,Salaried,Apartment,7371799,2879697,3,0,9,0,3,40,2.26,2.5,66,True
+91-8349406919,lead3201@example.com,630,36-50,Married with Kids,1164725,Salaried,Apartment,6597789,1337018,3,0,1,0,2,2,2.21,1.8,57,False
+91-7762946257,lead3202@example.com,626,26-35,Married,870375,Business Owner,Apartment,4500711,1566575,4,2,1,1,3,8,2.42,1.7,70,True
+91-8710425977,lead3203@example.com,695,26-35,Married,731660,Salaried,Plot,5403162,1873762,4,2,6,5,2,9,1.69,5.7,78,True
+91-8370685826,lead3204@example.com,619,26-35,Married with Kids,616060,Salaried,Commercial,3141375,772366,3,3,4,2,5,2,2.45,0.1,75,True
+91-8251760286,lead3205@example.com,567,26-35,Married with Kids,593826,Salaried,Apartment,3006023,1082478,3,1,4,0,5,0,2.47,0.8,74,True
+91-9984820893,lead3206@example.com,629,36-50,Married with Kids,1052274,Salaried,Apartment,6879536,1996612,2,5,7,3,1,1,1.91,1.9,80,True
+91-9718295375,lead3207@example.com,536,26-35,Married with Kids,603506,Salaried,Commercial,3949578,1100484,5,2,8,2,6,5,1.91,2.0,64,True
+91-9108860330,lead3208@example.com,498,26-35,Single,563073,Salaried,Apartment,3419732,1211408,1,2,5,1,1,7,2.06,6.6,46,False
+91-9473382684,lead3209@example.com,620,26-35,Married,526097,Salaried,Commercial,3147941,826179,4,0,4,4,3,6,2.09,3.0,54,False
+91-8041204430,lead3210@example.com,560,18-25,Married with Kids,378253,Salaried,Apartment,1950014,473975,1,2,5,1,2,7,2.42,1.6,49,False
+91-8399670743,lead3211@example.com,600,26-35,Married,688944,Self-Employed,Apartment,4586775,1478323,3,4,5,1,4,21,1.88,2.1,61,True
+91-8615145225,lead3212@example.com,607,26-35,Single,707660,Salaried,Villa,3804603,1453933,5,3,4,3,6,6,2.33,19.9,70,True
+91-8203879959,lead3213@example.com,625,26-35,Married,752116,Salaried,Villa,4581005,1148725,4,2,4,0,2,1,2.05,3.5,65,True
+91-8687643539,lead3214@example.com,655,36-50,Married with Kids,881323,Salaried,Apartment,4679286,1250748,2,2,3,2,3,0,2.35,7.5,81,True
+91-8567729816,lead3215@example.com,622,36-50,Single,815129,Salaried,Villa,4940744,1306032,2,0,8,0,1,5,2.06,2.4,61,True
+91-7489144474,lead3216@example.com,656,18-25,Married with Kids,337735,Salaried,Apartment,2167538,454721,4,2,7,0,2,7,1.95,2.1,69,True
+91-9421719519,lead3217@example.com,635,26-35,Married,724871,Salaried,Villa,5111090,1701600,1,3,6,3,2,0,1.77,22.2,69,True
+91-7858134663,lead3218@example.com,581,18-25,Single,231793,Self-Employed,Commercial,1271948,484192,1,0,6,0,0,10,2.28,5.9,27,False
+91-9543595727,lead3219@example.com,592,26-35,Married with Kids,840374,Self-Employed,Plot,5557494,1170664,2,2,5,2,3,0,1.89,0.2,66,True
+91-9343459102,lead3220@example.com,695,51+,Single,1108067,Salaried,Plot,7667811,2643799,6,4,4,4,4,7,1.81,16.9,88,True
+91-7772781491,lead3221@example.com,532,18-25,Married,222710,Salaried,Apartment,1320153,288503,6,1,2,8,6,4,2.11,6.4,63,True
+91-9927933468,lead3222@example.com,571,18-25,Married with Kids,454987,Business Owner,Plot,3478731,1204374,2,2,7,3,5,1,1.63,9.1,70,True
+91-9362657890,lead3223@example.com,600,18-25,Married,284913,Salaried,Apartment,1427227,474663,3,4,2,4,2,0,2.5,5.4,61,True
+91-7115603785,lead3224@example.com,691,26-35,Single,608535,Salaried,Apartment,3437036,857581,4,2,2,4,2,8,2.21,1.6,73,True
+91-8982652348,lead3225@example.com,654,36-50,Single,969669,Self-Employed,Commercial,7123038,1438307,5,2,5,2,4,4,1.7,1.0,90,True
+91-7900432998,lead3226@example.com,681,51+,Married,1042133,Salaried,Apartment,5373385,2121454,3,2,5,4,2,0,2.42,11.9,85,True
+91-8883149695,lead3227@example.com,586,18-25,Married with Kids,242337,Salaried,Apartment,1334710,421350,2,3,5,2,6,1,2.27,4.7,61,True
+91-8251258015,lead3228@example.com,623,36-50,Single,1416924,Business Owner,Villa,10809506,2281031,2,1,3,3,2,14,1.64,0.8,52,False
+91-9975704877,lead3229@example.com,682,51+,Single,1560656,Salaried,Villa,8266845,2628557,2,3,3,2,6,16,2.36,3.3,86,True
+91-7297034217,lead3230@example.com,680,26-35,Married with Kids,494070,Salaried,Villa,3931782,1145750,2,4,6,2,5,3,1.57,9.2,75,True
+91-8757249751,lead3231@example.com,628,26-35,Married,566315,Salaried,Apartment,3684600,878247,1,5,4,2,3,12,1.92,0.5,59,False
+91-9890416998,lead3232@example.com,588,26-35,Married,676493,Salaried,Apartment,5222625,1854120,6,1,7,2,4,2,1.62,1.4,68,True
+91-9144490990,lead3233@example.com,698,36-50,Married with Kids,999543,Salaried,Apartment,5363307,1442205,5,3,6,2,1,4,2.33,0.8,92,True
+91-7597769760,lead3234@example.com,525,18-25,Married with Kids,357598,Self-Employed,Apartment,2079871,471030,2,2,7,4,5,5,2.15,0.7,61,True
+91-9720157590,lead3235@example.com,677,26-35,Married with Kids,1081447,Business Owner,Plot,5887029,1870802,6,4,3,3,2,1,2.3,18.6,100,True
+91-8300656317,lead3236@example.com,706,36-50,Single,752613,Freelancer,Apartment,5488786,1824949,2,1,7,2,1,5,1.71,6.1,72,True
+91-8039472999,lead3237@example.com,562,26-35,Married with Kids,643972,Salaried,Villa,4462940,1656364,3,3,3,4,4,0,1.8,0.9,71,True
+91-8085259583,lead3238@example.com,560,26-35,Single,612063,Salaried,Plot,3618700,1314555,4,3,5,5,3,3,2.11,4.9,78,True
+91-9828935922,lead3239@example.com,733,36-50,Married,1361519,Business Owner,Villa,9519159,2380844,5,1,3,2,1,1,1.79,6.0,79,True
+91-7662040130,lead3240@example.com,615,36-50,Married with Kids,1489593,Business Owner,Villa,10231989,2633523,2,2,2,5,2,3,1.82,4.3,70,True
+91-8817320723,lead3241@example.com,564,18-25,Married with Kids,455578,Business Owner,Commercial,2430735,797468,4,6,3,0,4,12,2.34,1.9,49,False
+91-8619163247,lead3242@example.com,597,36-50,Married with Kids,1019223,Salaried,Apartment,5323352,1150734,1,2,3,1,3,4,2.39,7.7,75,True
+91-7317677825,lead3243@example.com,565,26-35,Married with Kids,521729,Salaried,Villa,3549269,1200657,2,2,7,5,1,3,1.84,0.3,66,True
+91-8928726872,lead3244@example.com,571,18-25,Single,277100,Salaried,Apartment,1585845,551884,1,0,8,1,3,0,2.18,1.3,43,False
+91-9568106346,lead3245@example.com,650,36-50,Married with Kids,989820,Salaried,Villa,5980862,2207990,4,1,4,1,3,0,2.07,1.2,84,True
+91-9058297345,lead3246@example.com,674,26-35,Married with Kids,817237,Salaried,Villa,6360832,2484453,4,4,7,1,5,4,1.61,4.5,92,True
+91-9500719008,lead3247@example.com,626,26-35,Single,613896,Self-Employed,Apartment,4677185,1725261,4,2,2,1,0,4,1.64,3.3,54,False
+91-8721444792,lead3248@example.com,573,18-25,Married with Kids,435639,Self-Employed,Apartment,3396185,1106428,8,1,3,1,4,10,1.6,9.2,62,True
+91-9295090505,lead3249@example.com,549,26-35,Married,666285,Self-Employed,Apartment,4760107,1874903,3,1,8,0,3,0,1.75,9.8,61,True
+91-9175884729,lead3250@example.com,553,18-25,Married with Kids,355497,Self-Employed,Commercial,2793585,919894,4,2,1,1,2,2,1.59,1.3,49,False
+91-9970866955,lead3251@example.com,665,36-50,Married,718067,Freelancer,Plot,4788492,1548255,2,2,3,2,3,3,1.87,0.4,61,True
+91-8796587803,lead3252@example.com,634,26-35,Married,645106,Salaried,Villa,4319125,1544333,1,1,9,1,2,11,1.87,5.0,55,False
+91-9334938378,lead3253@example.com,646,26-35,Single,950712,Business Owner,Apartment,5775879,2208426,1,1,5,1,2,5,2.06,2.8,66,True
+91-7157905153,lead3254@example.com,702,18-25,Married,303733,Salaried,Villa,1804810,713333,4,4,3,3,0,2,2.1,10.8,75,True
+91-8544167403,lead3255@example.com,691,26-35,Married,815756,Business Owner,Apartment,4446671,1045474,4,1,7,6,2,12,2.29,7.6,83,True
+91-9305993661,lead3256@example.com,736,36-50,Married with Kids,1425955,Business Owner,Apartment,11056852,4265116,4,1,4,4,6,2,1.61,1.4,92,True
+91-9550437218,lead3257@example.com,564,36-50,Married with Kids,937592,Salaried,Villa,5735532,1917809,3,1,2,2,4,0,2.04,0.7,80,True
+91-9740963777,lead3258@example.com,706,26-35,Married with Kids,504080,Salaried,Apartment,3053685,844312,3,1,4,1,4,10,2.06,0.4,74,True
+91-7364994639,lead3259@example.com,636,26-35,Single,853931,Salaried,Villa,6405063,1356972,0,3,2,0,1,2,1.67,11.9,70,True
+91-7469738105,lead3260@example.com,779,51+,Single,1053234,Business Owner,Plot,6488952,2145785,1,3,2,3,1,5,2.03,0.7,88,True
+91-8066143895,lead3261@example.com,574,26-35,Married with Kids,658759,Salaried,Commercial,4601304,1504984,5,4,5,2,2,2,1.79,9.5,70,True
+91-9824377567,lead3262@example.com,619,26-35,Married with Kids,570868,Salaried,Apartment,4178904,1367729,3,1,8,1,2,8,1.71,1.5,47,False
+91-9854838525,lead3263@example.com,559,36-50,Married,641589,Freelancer,Villa,3724764,1111640,3,2,4,0,2,5,2.15,1.2,66,True
+91-8524751277,lead3264@example.com,825,51+,Single,1555643,Self-Employed,Villa,8316189,2674784,3,3,3,1,5,3,2.34,4.4,100,True
+91-7714418371,lead3265@example.com,639,26-35,Married,630018,Salaried,Plot,4531908,1233207,9,1,5,0,1,2,1.74,3.6,69,True
+91-9778843173,lead3266@example.com,564,36-50,Married,733217,Salaried,Apartment,5626689,1213720,1,1,3,3,4,7,1.63,6.5,55,False
+91-9631431563,lead3267@example.com,706,26-35,Married,463936,Salaried,Commercial,3348577,975346,5,1,7,4,3,1,1.73,4.7,64,True
+91-7190252832,lead3268@example.com,609,18-25,Married with Kids,353759,Salaried,Commercial,2148862,534638,2,1,2,1,5,2,2.06,0.6,57,False
+91-9419012709,lead3269@example.com,698,36-50,Married,1308756,Business Owner,Apartment,8481939,2432335,3,1,7,1,1,5,1.93,23.1,76,True
+91-9770387920,lead3270@example.com,631,26-35,Married,546640,Self-Employed,Villa,2842364,694830,4,0,6,4,3,7,2.4,0.1,55,False
+91-9909719639,lead3271@example.com,499,18-25,Married with Kids,270253,Salaried,Apartment,1920237,708476,1,1,4,1,4,1,1.76,11.3,56,False
+91-9777742652,lead3272@example.com,641,18-25,Married with Kids,189663,Salaried,Apartment,1246136,418613,3,4,6,0,3,1,1.9,1.2,53,False
+91-8716345122,lead3273@example.com,814,51+,Single,2064394,Business Owner,Apartment,15875794,6342657,2,2,5,0,1,5,1.63,15.1,81,True
+91-8424196985,lead3274@example.com,603,26-35,Married,1017794,Business Owner,Apartment,7351651,1997724,0,3,7,3,1,3,1.73,0.3,79,True
+91-8848792488,lead3275@example.com,586,26-35,Married with Kids,669874,Self-Employed,Apartment,4430642,1487165,1,0,2,5,3,7,1.89,1.0,45,False
+91-7455028401,lead3276@example.com,606,36-50,Single,876766,Salaried,Villa,5139648,1495324,1,2,4,1,3,31,2.13,42.0,65,True
+91-7045302356,lead3277@example.com,670,36-50,Single,1105919,Self-Employed,Plot,7238919,2637630,5,5,5,2,4,12,1.91,4.2,97,True
+91-7423511939,lead3278@example.com,676,26-35,Married,725444,Business Owner,Plot,4076120,854791,5,3,2,3,4,1,2.22,1.8,93,True
+91-8111272861,lead3279@example.com,581,18-25,Married,337919,Salaried,Plot,2192573,844912,4,3,6,1,4,26,1.93,1.1,40,False
+91-7953487391,lead3280@example.com,570,26-35,Single,627663,Salaried,Apartment,4614309,997639,3,0,6,3,2,30,1.7,5.3,50,False
+91-9193337732,lead3281@example.com,757,36-50,Single,1333602,Business Owner,Apartment,9103695,3365226,2,2,2,3,0,2,1.83,0.9,87,True
+91-9228219449,lead3282@example.com,520,36-50,Single,726580,Freelancer,Villa,5729185,1874760,7,2,3,3,0,1,1.59,1.7,63,True
+91-9396563469,lead3283@example.com,500,26-35,Married with Kids,403273,Salaried,Plot,2967588,785034,3,1,6,2,2,8,1.7,22.2,47,False
+91-9493307092,lead3284@example.com,608,51+,Single,1071332,Salaried,Commercial,7358458,1900473,6,1,2,2,6,8,1.82,3.5,66,True
+91-9953496140,lead3285@example.com,591,26-35,Single,773397,Self-Employed,Villa,5143421,1478727,2,0,3,2,4,16,1.88,5.7,44,False
+91-9470617247,lead3286@example.com,672,36-50,Married with Kids,721295,Salaried,Villa,5757986,2081238,2,0,8,3,3,3,1.57,7.5,80,True
+91-7949324089,lead3287@example.com,579,18-25,Single,336920,Self-Employed,Apartment,1880939,449294,2,5,3,2,1,17,2.24,0.3,50,False
+91-8914604319,lead3288@example.com,641,36-50,Married,1157714,Self-Employed,Villa,8504069,2800970,5,3,8,0,2,8,1.7,2.4,75,True
+91-8606831312,lead3289@example.com,606,26-35,Single,659487,Self-Employed,Plot,4653596,1698873,3,2,8,1,3,4,1.77,1.8,70,True
+91-8679908454,lead3290@example.com,666,26-35,Married,735349,Self-Employed,Apartment,5565412,1641153,5,1,5,2,3,0,1.65,0.1,70,True
+91-8988841342,lead3291@example.com,643,26-35,Married,642259,Salaried,Apartment,3717834,1263031,4,1,7,0,0,0,2.16,0.6,58,False
+91-9918668580,lead3292@example.com,593,26-35,Single,630471,Salaried,Plot,3511756,862554,2,2,5,1,3,7,2.24,2.1,73,True
